Feature,Subgroup Range,AUC >0,AUC >1,AUC >2,Spearman Corr >0,Spearman Corr >1,Spearman Corr >2,Max AUC,Max AUC,Mean AUC
SBP,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.612903226,0.599250474,0.669021739,0.170792641,0.156599555,0.127153352,0.669021739,0.669021739,0.62705848
SFA (Volume),"None, NAFL",0.587142857,0.668888889,0.632911392,0.139455137,-0.153230789,-0.071454479,0.668888889,0.668888889,0.629647713
SFA (Volume),Probable NASH,,0.668571429,,,0.290937067,,0.668571429,0.668571429,0.668571429
VFA (Attenuation),"NAFL, Probable NASH, NASH",0.698113208,0.668521954,0.545454545,-0.117991804,-0.286283515,-0.037678407,0.698113208,0.668521954,0.637363236
eGFR,"NAFL, Probable NASH",0.931372549,0.536062378,0.668316832,-0.146529969,0.054943574,0.080459457,0.931372549,0.668316832,0.711917253
Weight,"None, NAFL, Probable NASH",0.640588235,0.663888889,0.668,0.193682353,0.23232844,0.072468666,0.668,0.668,0.657492375
BMI,"Others, NAFL, Probable NASH",0.732317927,0.655699389,0.66796875,0.330844352,0.218800999,0.071616051,0.732317927,0.66796875,0.685328689
TFI,"NASH, Cirrhosis",0.746153846,0.667871901,0.632051282,0.270638714,0.290781437,0.145186393,0.746153846,0.667871901,0.682025676
LDL,"NAFL, Probable NASH, NASH, Cirrhosis",0.668434343,0.541021127,0.667597765,0.151132336,-0.076352196,-0.156631647,0.668434343,0.667597765,0.625684412
AST,"Others, NASH",0.523203169,0.587388802,0.6671875,-0.038403804,0.150416263,0.166533825,0.6671875,0.6671875,0.592593157
Waist,"Others, NASH, Cirrhosis",0.673943174,0.66709347,0.654285714,0.281491157,0.281335278,0.150601594,0.673943174,0.66709347,0.665107453
Weight,"Others, Probable NASH, NASH, Cirrhosis",0.694856146,0.667067308,0.585430464,0.284031216,0.28400372,0.071440008,0.694856146,0.667067308,0.649117973
Spleen_Vl_Nor_BSA,"NAFL, Probable NASH, NASH",0.593710692,0.509894867,0.666883117,0.055811996,0.016809307,0.138333578,0.666883117,0.666883117,0.590162892
T.chol,"Others, None, NAFL, Probable NASH",0.623680241,0.666812482,0.629934211,0.202644924,0.219758628,-0.050967573,0.666812482,0.666812482,0.640142311
Waist to Height,"Others, None, NAFL, Probable NASH",0.678167421,0.666666667,0.569078947,0.291883207,0.219538934,0.027093279,0.678167421,0.666666667,0.637971012
eGFR,"Others, NAFL",0.677295918,0.666666667,0.573170732,-0.289543541,-0.148700966,0.038645723,0.677295918,0.666666667,0.639044439
Height,"Others, Probable NASH, NASH, Cirrhosis",0.613012206,0.66650641,0.640728477,0.164791606,0.283153076,0.117724944,0.66650641,0.66650641,0.640082364
SMA (Area),"Others, NAFL, Probable NASH, NASH",0.725825472,0.666424242,0.643646409,0.292152553,0.274161692,0.110840192,0.725825472,0.666424242,0.678632041
LDL,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.562792398,0.537127527,0.665857605,0.092132038,-0.067291378,-0.14629692,0.665857605,0.665857605,0.58859251
TFI,"Others, None, NAFL, Probable NASH",0.67515083,0.665208516,0.506578947,0.286941269,0.217618208,-0.002580312,0.67515083,0.665208516,0.615646098
LSM,"NAFL, Probable NASH, NASH",0.557861635,0.64386209,0.664935065,0.034549473,0.245018307,0.137069402,0.664935065,0.664935065,0.622219597
Spleen_Vl_Nor_BSA,"Others, None, NAFL, Probable NASH, NASH",0.530548068,0.516168395,0.664878049,0.046444382,0.025833835,0.120280889,0.664878049,0.664878049,0.570531504
SBP,"Others, NASH, Cirrhosis",0.617117117,0.6446863,0.664761905,0.189618576,0.243722299,0.160902872,0.664761905,0.664761905,0.64218844
Waist,"NAFL, Probable NASH",0.68627451,0.664717349,0.564356436,0.063274479,0.250959177,0.030763995,0.68627451,0.664717349,0.638449431
ALT,"Others, NAFL",0.654655612,0.581196581,0.664634146,-0.252600147,-0.072452864,-0.086963443,0.664634146,0.664634146,0.633495447
AST,"Others, Probable NASH, NASH, Cirrhosis",0.600261552,0.537740385,0.664569536,-0.146141718,0.064154437,0.137615071,0.664569536,0.664569536,0.600857158
FIB-4_C,"None, NAFL",0.515714286,0.506666667,0.664556962,0.030523588,0.00734162,-0.107379585,0.664556962,0.664556962,0.562312638
TG,"NASH, Cirrhosis",0.681410256,0.664256198,0.506410256,0.199515715,0.284604926,-0.007050025,0.681410256,0.664256198,0.617358904
TFI,"Others, NAFL, Probable NASH, NASH",0.650353774,0.664242424,0.644751381,0.194514102,0.270567438,0.111692809,0.664242424,0.664242424,0.65311586
VFA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.686137751,0.664102564,0.571523179,-0.271280946,-0.278920726,-0.059800994,0.686137751,0.664102564,0.640587831
Height,"NASH, Cirrhosis",0.565384615,0.614669421,0.664102564,0.07191501,0.198699589,0.180492574,0.664102564,0.664102564,0.614718867
FIB-4,"Others, Probable NASH, NASH, Cirrhosis",0.641020052,0.664102564,0.554966887,-0.205525494,-0.278920726,-0.045958172,0.664102564,0.664102564,0.620029835
LSM_C,"None, NAFL, Probable NASH, NASH",0.714920841,0.663437655,0.664044944,0.278788792,0.280158125,0.132212363,0.714920841,0.664044944,0.680801147
TFI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.722222222,0.663732394,0.619458128,0.284193815,0.266748444,0.094997288,0.722222222,0.663732394,0.668470915
Weight,NAFL,0.776785714,0.573529412,0.663636364,0.125929038,0.078200586,0.104343251,0.776785714,0.663636364,0.671317163
Spleen (Volume),"None, NAFL, Probable NASH, NASH",0.51572327,0.530178838,0.663483146,-0.019673397,0.049899168,0.12709308,0.663483146,0.663483146,0.569795085
VFI,"NAFL, Probable NASH, NASH, Cirrhosis",0.723232323,0.663380282,0.599162011,0.180157722,0.273515943,0.083353852,0.723232323,0.663380282,0.661924872
FIB-4_C,"Others, Cirrhosis",0.575036075,0.663265306,0.596153846,0.14125429,-0.182743471,-0.070121024,0.663265306,0.663265306,0.611485076
VFA (Attenuation),"NASH, Cirrhosis",0.762820513,0.66322314,0.608974359,-0.28896321,-0.282729028,-0.119814014,0.762820513,0.66322314,0.678339337
LSM,"Others, None, NAFL, Probable NASH, NASH",0.536163522,0.629550539,0.663170732,0.055125615,0.207536494,0.119346405,0.663170732,0.663170732,0.609628264
SMI,"Others, NAFL, Probable NASH, NASH",0.701650943,0.663151515,0.648618785,0.260877736,0.268770311,0.114676968,0.701650943,0.663151515,0.671140414
FIB-4,"Probable NASH, NASH, Cirrhosis",0.703225806,0.66309922,0.545967742,-0.185006768,-0.282378109,-0.041846769,0.703225806,0.66309922,0.637430923
Waist to Height,"Others, NASH, Cirrhosis",0.665973666,0.662932138,0.604761905,0.268594152,0.274328843,0.102260341,0.665973666,0.662932138,0.644555903
DBP,"Others, NASH, Cirrhosis",0.678101178,0.604673496,0.662857143,0.288402714,0.176350473,0.159069109,0.678101178,0.662857143,0.648543939
Waist to Height,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.663530466,0.662713121,0.600362319,0.247291812,0.256642614,0.075475186,0.663530466,0.662713121,0.642201969
이상지질혈증 유무,"Others, NASH",0.545840407,0.558084772,0.6625,-0.095987398,-0.126485317,-0.204781552,0.6625,0.6625,0.588808393
Liver/Spleen Volume,"Others, NAFL",0.640943878,0.662393162,0.603658537,-0.2301767,0.144888121,0.054748107,0.662393162,0.662393162,0.635665192
PLT,"NAFL, Probable NASH, NASH, Cirrhosis",0.777777778,0.662382629,0.627793296,0.224185208,0.271854311,0.107424185,0.777777778,0.662382629,0.689317901
LSM,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.539784946,0.579029734,0.662318841,0.060323325,0.124983347,0.122393365,0.662318841,0.662318841,0.593711174
VFI,"NAFL, Probable NASH, NASH",0.528301887,0.662028448,0.633116883,0.016855972,0.275252407,0.110343905,0.662028448,0.662028448,0.607815739
PLT,"Others, NASH, Cirrhosis",0.503638254,0.653169014,0.661904762,0.005888054,0.257903391,0.158046504,0.661904762,0.661904762,0.606237343
SFA (Volume),"Others, None, NAFL",0.564903846,0.661764706,0.632075472,0.112344445,-0.12836451,-0.061684434,0.661764706,0.661764706,0.619581341
SFA (Volume),"Others, Probable NASH, NASH, Cirrhosis",0.671970357,0.661538462,0.62781457,0.250633098,0.274562589,0.106866592,0.671970357,0.661538462,0.653774463
CAP,"Probable NASH, NASH",0.513349515,0.661170213,0.565025253,0.008783467,0.27743498,0.059319369,0.661170213,0.661170213,0.579848327
BMI_C,"Others, Probable NASH, NASH",0.710773567,0.661036036,0.55406746,0.327253363,0.294837737,0.047166619,0.710773567,0.661036036,0.641959021
AST,"Others, None, NAFL, Probable NASH, NASH",0.533468104,0.612314419,0.66097561,-0.050891846,0.179483751,0.117452301,0.66097561,0.66097561,0.602252711
AST,"NASH, Cirrhosis",0.568589744,0.628873967,0.660897436,0.075429289,0.223280814,0.176941603,0.660897436,0.660897436,0.619453715
Waist,NASH,0.513157895,0.660839161,0.617924528,0.011284257,0.267580583,0.137913325,0.660839161,0.660839161,0.597307195
ALT,"Others, Probable NASH, NASH, Cirrhosis",0.602332171,0.558573718,0.660596026,-0.149152033,0.099563549,0.134285325,0.660596026,0.660596026,0.607167305
SBP,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.613230994,0.590686979,0.66039644,0.148863101,0.147274131,0.126768879,0.66039644,0.66039644,0.621438138
Waist,"Others, None, NAFL",0.723557692,0.637254902,0.660377358,0.3869642,0.108915342,0.074902527,0.723557692,0.660377358,0.673729984
SFA (Volume),"Probable NASH, NASH",0.696601942,0.660283688,0.632575758,0.129199914,0.275574922,0.120795991,0.696601942,0.660283688,0.663153796
T.chol,Cirrhosis,0.718253968,0.5,0.66,0.314681563,0,-0.145321162,0.718253968,0.66,0.626084656
LSM,Cirrhosis,0.563492063,0.545454545,0.66,0.091782397,-0.061394341,0.145700039,0.66,0.66,0.58964887
VFI,"NASH, Cirrhosis",0.741025641,0.659607438,0.569230769,0.265000407,0.276466043,0.076117138,0.741025641,0.659607438,0.656621283
Waist,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.674853801,0.659576507,0.624595469,0.229795729,0.259057172,0.098438573,0.674853801,0.659576507,0.653008592
SMA (Area),"Probable NASH, NASH",0.616504854,0.659574468,0.570707071,0.076562912,0.274355564,0.064424529,0.659574468,0.659574468,0.615595464
PLT,"Others, NASH",0.53565365,0.571428571,0.659375,0.059005526,0.122934201,0.158737888,0.659375,0.659375,0.588819074
Weight,"Others, None, NAFL, Probable NASH, NASH",0.692385445,0.659345129,0.648536585,0.292535837,0.254635051,0.108373888,0.692385445,0.659345129,0.66675572
SFI,"Others, NASH",0.636106395,0.659340659,0.6515625,0.225233403,0.274216098,0.150944656,0.659340659,0.659340659,0.649003185
Liver/Spleen Volume,"Others, NAFL, Probable NASH",0.579831933,0.659115426,0.57421875,-0.113688324,0.223600567,0.031644172,0.659115426,0.659115426,0.604388703
PLT,"Probable NASH, NASH",0.729368932,0.65141844,0.659090909,0.150740616,0.260345699,0.14496229,0.729368932,0.659090909,0.679959427
SBP,NASH,0.541666667,0.659090909,0.594339623,0.035758546,0.264857746,0.110408049,0.659090909,0.659090909,0.598365733
이상지질혈증 유무,NAFL,0.598214286,0.514705882,0.659090909,0.065346663,-0.022872126,0.148353038,0.659090909,0.659090909,0.590670359
Liver/Spleen Volume,"NAFL, Probable NASH, NASH, Cirrhosis",0.549494949,0.658920188,0.556331471,0.039944472,0.266049272,0.047351249,0.658920188,0.658920188,0.588248869
PLT,"NAFL, Probable NASH",0.710784314,0.658625731,0.559405941,0.07160577,0.241697389,0.028399795,0.710784314,0.658625731,0.642938662
BMI_C,"Others, None, NAFL, Probable NASH, NASH",0.678571429,0.658582469,0.57195122,0.290050518,0.270700697,0.056076924,0.678571429,0.658582469,0.636368372
Spleen_Vl_Nor_BSA,"Others, NAFL",0.632653061,0.658119658,0.506097561,0.216636894,-0.141075276,0.003220477,0.658119658,0.658119658,0.59895676
VFA (Area),"Probable NASH, NASH, Cirrhosis",0.687903226,0.657971014,0.538709677,0.171057845,0.273499508,0.035239384,0.687903226,0.657971014,0.628194639
고혈압유무,"Others, None, NAFL, Probable NASH",0.55505279,0.565470983,0.657894737,0.133185542,0.127352828,0.091449311,0.657894737,0.657894737,0.59280617
HDL,"Others, Probable NASH, NASH, Cirrhosis",0.614864865,0.558733974,0.657615894,-0.168102093,-0.100243425,-0.132331335,0.657615894,0.657615894,0.610404911
LSM_C,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.657619048,0.597906886,0.657430213,0.207959795,0.164559918,0.129159731,0.657619048,0.657430213,0.637652049
SFA (Area),"Others, Cirrhosis",0.567099567,0.657142857,0.519230769,0.113333338,-0.157815273,0.012583014,0.657142857,0.657142857,0.581157731
T.bil,"Others, Cirrhosis",0.582251082,0.657142857,0.567307692,-0.139176953,-0.158101785,0.044120503,0.657142857,0.657142857,0.602233877
VFA (Area),Probable NASH,,0.657142857,,,0.27121252,,0.657142857,0.657142857,0.657142857
PT INR,"NASH, Cirrhosis",0.573717949,0.657024793,0.528205128,-0.081155058,-0.272342837,-0.031050631,0.657024793,0.657024793,0.586315957
DBP,"Others, Probable NASH, NASH, Cirrhosis",0.655405405,0.598157051,0.656953642,0.226622185,0.166931538,0.131305969,0.656953642,0.656953642,0.6368387
Alb,"NASH, Cirrhosis",0.712820513,0.656766529,0.558333333,0.234762066,0.272441432,0.064347434,0.712820513,0.656766529,0.642640125
BMI,"Others, None, NAFL, Probable NASH, NASH",0.696091644,0.656752085,0.607317073,0.298133303,0.250459353,0.078289691,0.696091644,0.656752085,0.653386934
Waist,"Probable NASH, NASH",0.526699029,0.656737589,0.590909091,0.017545667,0.269478132,0.082831537,0.656737589,0.656737589,0.59144857
Waist,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.663809524,0.656690141,0.619868637,0.209491504,0.255275469,0.095323768,0.663809524,0.656690141,0.646789434
T.chol,"None, NAFL, Probable NASH",0.64372549,0.656481481,0.646,0.198009636,0.22183357,-0.062980383,0.656481481,0.656481481,0.648735657
ALT,"Others, None, NAFL, Probable NASH, NASH",0.52190027,0.578452308,0.656341463,-0.033299359,0.125361639,0.114063039,0.656341463,0.656341463,0.58556468
AST,"Others, NAFL, Probable NASH",0.726190476,0.520136641,0.65625,-0.322200088,-0.028304779,-0.066636511,0.726190476,0.65625,0.634192373
Waist,"NAFL, Probable NASH, NASH",0.524528302,0.65615337,0.618181818,0.014608519,0.265272061,0.097963924,0.65615337,0.65615337,0.599621164
BMI,"None, NAFL, Probable NASH",0.683137255,0.643703704,0.656,0.252261869,0.203682943,0.067282082,0.683137255,0.656,0.660946986
LSM_C,"Others, NAFL",0.772002551,0.655982906,0.600609756,-0.464105966,-0.145402234,-0.055517917,0.772002551,0.655982906,0.676198404
TFI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.674561404,0.655743988,0.618122977,0.229411389,0.252835371,0.093324854,0.674561404,0.655743988,0.649476123
CAP,NASH,0.526315789,0.655594406,0.577830189,0.022606803,0.259294286,0.091177218,0.655594406,0.655594406,0.586580128
Liver/Spleen Volume,"NASH, Cirrhosis",0.533333333,0.655475207,0.565384615,0.036648992,0.269308346,0.071888408,0.655475207,0.655475207,0.584731052
SFA (Volume),"Others, NASH, Cirrhosis",0.655925156,0.65524968,0.655238095,0.252332711,0.261393888,0.151531233,0.655925156,0.65524968,0.655470977
VFA (Attenuation),"Others, NASH, Cirrhosis",0.641372141,0.65524968,0.620952381,-0.228781658,-0.261393888,-0.118064212,0.65524968,0.65524968,0.639191401
T.bil,Probable NASH,,0.655238095,,,-0.269022336,,0.655238095,0.655238095,0.655238095
VFA (Attenuation),Probable NASH,,0.655238095,,,-0.267925096,,0.655238095,0.655238095,0.655238095
eGFR,Probable NASH,,0.655238095,,,0.267925096,,0.655238095,0.655238095,0.655238095
이상지질혈증 유무,"None, NAFL",0.501785714,0.516666667,0.655063291,-0.00414371,-0.02192645,0.120879002,0.655063291,0.655063291,0.557838557
BMI_C,"Others, NAFL, Probable NASH",0.682948179,0.654980223,0.5390625,0.278434001,0.232751158,0.017798979,0.682948179,0.654980223,0.625663634
TG,"Others, NASH, Cirrhosis",0.6001386,0.654929577,0.502857143,0.162177213,0.26105379,0.002791044,0.654929577,0.654929577,0.585975107
FIB-4,"Others, NASH, Cirrhosis",0.591476091,0.654929577,0.592380952,-0.14803519,-0.260854932,-0.090175028,0.654929577,0.654929577,0.612928874
Liver/Spleen Volume,"None, NAFL, Probable NASH, NASH",0.689655172,0.654868356,0.516853933,0.237301875,0.256066926,-0.013102379,0.689655172,0.654868356,0.620459154
eGFR,NAFL,0.910714286,0.607843137,0.654545455,-0.186817018,-0.114666311,0.098522447,0.910714286,0.654545455,0.724367626
Spleen_Vl_Nor_BSA,"None, NAFL, Probable NASH, NASH",0.545217957,0.505340288,0.654494382,-0.056577977,-0.008829894,0.120105145,0.654494382,0.654494382,0.568350876
Weight,"Others, NAFL, Probable NASH, NASH",0.745381289,0.654424242,0.63839779,0.317499402,0.254431202,0.106806174,0.745381289,0.654424242,0.679401107
SFA (Volume),"Probable NASH, NASH, Cirrhosis",0.789516129,0.654180602,0.609677419,0.263561229,0.266937064,0.099844922,0.789516129,0.654180602,0.68445805
SBP,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.588174603,0.581915102,0.653940887,0.112805802,0.133503313,0.122464517,0.653940887,0.653940887,0.608010197
Alb,"Others, Probable NASH, NASH, Cirrhosis",0.730819529,0.653846154,0.522847682,0.33712772,0.262053006,0.019144359,0.730819529,0.653846154,0.635837788
AST,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.539761905,0.615121283,0.653325123,0.0508583,0.187581684,0.121948469,0.653325123,0.653325123,0.602736104
VFA (Attenuation),"Probable NASH, NASH, Cirrhosis",0.799193548,0.65328874,0.553225806,-0.272371075,-0.265392959,-0.048454154,0.799193548,0.65328874,0.668569365
DBP,"NAFL, Probable NASH, NASH",0.764779874,0.590290662,0.653246753,0.157779099,0.1534648,0.127096204,0.764779874,0.653246753,0.669439096
Height,"Probable NASH, NASH, Cirrhosis",0.585887097,0.652954292,0.614919355,0.078225141,0.264941799,0.104667442,0.652954292,0.652954292,0.617920248
Spleen_Vl_Nor_WH,"NAFL, Probable NASH, NASH",0.564779874,0.562615955,0.652597403,0.038581447,-0.106371398,0.126491794,0.652597403,0.652597403,0.593331077
Height,"Others, NAFL",0.748405612,0.647435897,0.652439024,0.405938592,0.131629148,0.080564551,0.748405612,0.652439024,0.682760178
AST,"Others, NAFL",0.73565051,0.541666667,0.652439024,-0.385008645,-0.037191248,-0.080546589,0.73565051,0.652439024,0.643252067
SFA (Volume),"NASH, Cirrhosis",0.767948718,0.652376033,0.635897436,0.294601517,0.263940073,0.149415123,0.767948718,0.652376033,0.685407396
고혈압유무,"Others, NAFL, Probable NASH",0.559173669,0.560769507,0.65234375,0.121628193,0.12325736,0.09375,0.65234375,0.65234375,0.590762309
Spleen_Vl_Nor_WH,"Others, NAFL, Probable NASH",0.538515406,0.651923768,0.5390625,0.05484963,-0.213494327,-0.016654827,0.651923768,0.651923768,0.576500558
VFA (Area),"NASH, Cirrhosis",0.664102564,0.651859504,0.576923077,0.180425809,0.263045361,0.084574598,0.664102564,0.651859504,0.630961715
PLT,"Others, Probable NASH, NASH",0.53507673,0.617117117,0.651785714,0.051243233,0.201757559,0.124588834,0.651785714,0.651785714,0.601326521
LSM,"NAFL, Probable NASH, NASH, Cirrhosis",0.60530303,0.56379108,0.651536313,-0.085207731,0.10707431,0.127714259,0.651536313,0.651536313,0.606876808
TFI,NASH,0.596491228,0.651515152,0.639150943,0.082751221,0.252068665,0.162737723,0.651515152,0.651515152,0.629052441
BMI,"Others, Probable NASH, NASH",0.718759787,0.651463964,0.570436508,0.31957076,0.260916106,0.057813354,0.718759787,0.651463964,0.646886753
SMI,Probable NASH,,0.651428571,,,0.261350247,,0.651428571,0.651428571,0.651428571
Spleen_Vl_Nor_WH,"Others, NAFL, Probable NASH, NASH",0.550904088,0.546909091,0.651381215,0.065855101,-0.077276456,0.11680851,0.651381215,0.651381215,0.583064798
LSM,"NASH, Cirrhosis",0.533333333,0.651084711,0.505128205,0.036725717,-0.262251165,-0.00565011,0.651084711,0.651084711,0.563182083
Alb,"NAFL, Probable NASH, NASH, Cirrhosis",0.748737374,0.651056338,0.516992551,0.201211717,0.253476894,0.01431711,0.748737374,0.651056338,0.638928754
AST,"Others, NAFL, Probable NASH, NASH",0.623722484,0.599333333,0.650828729,-0.160089351,0.163667423,0.116402852,0.650828729,0.650828729,0.624628182
TFI,"Probable NASH, NASH, Cirrhosis",0.764516129,0.650613155,0.612096774,0.24080246,0.260760646,0.102047384,0.764516129,0.650613155,0.675742019
