Feature,Subgroup Range,AUC (Steatosis Above None),AUC (Steatosis Above NAFL),AUC (Steatosis Above Probable NASH),Spearman Corr (Steatosis Above None),Spearman Corr (Steatosis Above NAFL),Spearman Corr (Steatosis Above Probable NASH),Max AUC
Spleen_Vl_Nor_BSA,"Others, NASH",0.6357012750455373,0.6357012750455373,0.6357012750455373,0.2168037157848391,0.2168037157848391,0.2168037157848391,0.6357012750455373
TG,"None, NAFL, Probable NASH",0.6351132686084142,0.5446859903381642,,0.18379203376340603,0.07462721979442377,,0.6351132686084142
T.chol,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6345986038394416,0.546756955960936,0.5318539727988547,0.14684394310095183,0.07849361235534617,-0.05426252259283244,0.6345986038394416
Spleen_Vl_Nor_WH,"Others, None, NAFL, Probable NASH",0.5617742242528079,0.6344605475040257,,-0.10071404970377736,-0.2131889680720431,,0.6344605475040257
T.chol,"Others, None, NAFL, Probable NASH",0.6343042071197411,0.6288244766505636,,0.21899135236199235,0.204278579044918,,0.6343042071197411
PT INR,"Others, Probable NASH",0.6340579710144928,0.6340579710144928,,-0.2246698231702188,-0.2246698231702188,,0.6340579710144928
T.bil,"Others, Probable NASH, NASH, Cirrhosis",0.6340519624101713,0.6340519624101713,0.5419520547945205,-0.1740673931451613,-0.1740673931451613,-0.0725881906755715,0.6340519624101713
ALT,"Others, NAFL, Probable NASH, NASH",0.63403342366757,0.5373275478415666,0.5144388398486759,-0.16177811499080114,-0.06418947833893661,0.02332231982344079,0.63403342366757
Weight,"None, NAFL, Probable NASH",0.6328883495145632,0.559447128287708,,0.18025284340896722,0.09899728604938138,,0.6328883495145632
SBP,"Others, NAFL",0.6328784925276154,,,0.21511529672739368,,,0.6328784925276154
Spleen (Volume),"Others, Probable NASH",0.6328502415458936,0.6328502415458936,,0.2221936592167048,0.2221936592167048,,0.6328502415458936
ALT,"Others, NASH, Cirrhosis",0.6327861952861953,0.6327861952861953,0.6327861952861953,-0.19499365372232172,-0.19499365372232172,-0.19499365372232172,0.6327861952861953
SMA (Area),"Others, None, NAFL, Probable NASH",0.6324957167332952,0.5766908212560387,,0.21601551979836253,0.12159440652280147,,0.6324957167332952
ALT,"Others, Probable NASH, NASH",0.6323987538940811,0.6323987538940811,0.5040422187289468,-0.18398992325670713,-0.18398992325670713,-0.006974009381072048,0.6323987538940811
Glucose,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.63224743067675,0.5571250888415067,0.576791958041958,0.15094381625810457,0.0963270915588559,0.13054440722895563,0.63224743067675
SMA (Area),"Others, None, NAFL",0.6320949432404541,,,0.2284521386529574,,,0.6320949432404541
LDL,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6317098716941607,0.6192078552515445,,-0.23211451872333205,-0.2288542465323065,0.6317098716941607
SFA (Area),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6315573349758751,0.6205085682697623,0.5579988193624558,0.18586426375748108,0.20752062204319982,0.09664956560473556,0.6315573349758751
SFA (Volume),"Others, NAFL, Probable NASH",0.5936713412441568,0.6314699792960663,,0.13163378016958513,0.21777362155439092,,0.6314699792960663
SFI,"NAFL, Probable NASH",,0.6311975591151793,,,0.22595188375697972,,0.6311975591151793
SFA (Area),"Others, Probable NASH, NASH",0.6310141917618554,0.6310141917618554,0.5288569503705367,0.18204995366261623,0.18204995366261623,0.04978233235620367,0.6310141917618554
Spleen_Vl_Nor_BSA,"Others, NAFL",0.6309291747888239,,,0.21183506703496688,,,0.6309291747888239
T.chol,"Others, None, NAFL, Probable NASH, NASH",0.6309182209469153,0.5973520249221185,0.5384820097934853,0.19292807629536868,0.16863087079985564,0.060099568036112994,0.6309182209469153
DBP,"Others, NASH, Cirrhosis",0.6306818181818181,0.6306818181818181,0.6306818181818181,0.19200952546581482,0.19200952546581482,0.19200952546581482,0.6306818181818181
FIB-4,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6305991855730075,0.5561478322672352,0.6277097902097901,-0.14903138346113556,0.09465939725146295,0.2170580526470429,0.6305991855730075
SBP,"Others, None, NAFL, Probable NASH, NASH",0.6301410808225729,0.5859726548978885,0.5347562273791783,0.19184615854984283,0.1489689617875089,0.05429872023897478,0.6301410808225729
TG,"None, NAFL",0.6301169590643274,,,0.20649658147853436,,,0.6301169590643274
FIB-4_C,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5114977928344112,0.5829187396351576,0.6298701298701299,-0.017533005069107703,0.15411931727719222,0.2335882960755784,0.6298701298701299
고혈압유무,"Others, Cirrhosis",0.6296296296296295,0.6296296296296295,0.6296296296296295,0.303203657276947,0.303203657276947,0.303203657276947,0.6296296296296295
T.bil,"Others, NASH, Cirrhosis",0.6296296296296295,0.6296296296296295,0.6296296296296295,-0.19098598615597495,-0.19098598615597495,-0.19098598615597495,0.6296296296296295
SBP,"Others, None, NAFL, Probable NASH",0.6294498381877023,0.6073872785829307,,0.21113915930886043,0.1703362986212308,,0.6294498381877023
Spleen (HU),"None, NAFL",0.6293859649122807,,,0.20467694260566593,,,0.6293859649122807
Spleen (HU),"None, NAFL, Probable NASH",0.6290453074433657,0.5241545893719807,,0.17501159203621014,0.04021809075548668,,0.6290453074433657
Liver/Spleen Volume,"Others, None, NAFL, Probable NASH",0.5473063011612412,0.62902576489533,,0.07712616749272319,0.20457204870386173,,0.62902576489533
SFA (Area),"Others, NAFL, Probable NASH",0.585400934915498,0.6283643892339544,,0.12001160380144518,0.2126293627775155,,0.6283643892339544
SBP,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6282722513089004,0.5831605859590934,0.5352346517119244,0.18128638739148475,0.14325590199418411,0.05873573195525946,0.6282722513089004
Glucose,"Others, Probable NASH, NASH",0.6280719972308757,0.6280719972308757,0.5998203458342691,0.178024920999935,0.178024920999935,0.17226548306048864,0.6280719972308757
Sex,"Others, Probable NASH",0.6280193236714976,0.6280193236714976,,0.254203221188788,0.254203221188788,,0.6280193236714976
VFI,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6277821419219691,0.5199691085613415,,0.2025457798445643,0.03448115737160137,0.6277821419219691
Spleen_Vl_Nor_BSA,"Probable NASH, NASH, Cirrhosis",,,0.6272233201581028,,,0.2092593612920008,0.6272233201581028
eGFR,"Others, None, NAFL",0.6271069831441348,,,-0.21982516714935832,,,0.6271069831441348
BMI_C,"None, NAFL",0.6264619883040936,,,0.21798765690732738,,,0.6264619883040936
Height,"Others, Probable NASH, NASH",0.6263412945655936,0.6263412945655936,0.506961598922075,0.17565973294493636,0.17565973294493636,-0.012016789977581757,0.6263412945655936
SFI,"Others, NAFL, Probable NASH",0.5494426465300252,0.6260351966873706,,0.06948040220083668,0.208771168694859,,0.6260351966873706
Spleen_Vl_Nor_BSA,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6259453170447935,0.5432658137882018,0.6005244755244754,0.14372068828211956,0.07294165579345326,0.17085336108425692,0.6259453170447935
Alb,"Others, NASH, Cirrhosis",0.6258417508417509,0.6258417508417509,0.6258417508417509,0.18514580613565382,0.18514580613565382,0.18514580613565382,0.6258417508417509
AST,"Others, Cirrhosis",0.6255144032921811,0.6255144032921811,0.6255144032921811,-0.21747191522210135,-0.21747191522210135,-0.21747191522210135,0.6255144032921811
SMA (Attenuation),"Others, NAFL",0.6250812215724497,,,0.20237345113762342,,,0.6250812215724497
T.chol,"Others, Probable NASH, NASH",0.6247836621668397,0.6247836621668397,0.5090949921401302,0.1734061987538539,0.1734061987538539,0.015691403693550727,0.6247836621668397
Waist to Height,"Others, None, NAFL",0.6246990024079807,,,0.2156606849570836,,,0.6246990024079807
SMI,"Others, None, NAFL, Probable NASH, NASH",0.6243424198947871,0.5933714087919695,0.5423674685969768,0.18322434929082823,0.1617240240019746,0.06616291863329492,0.6243424198947871
VFA (Attenuation),"Others, None, NAFL",0.6240110079119368,,,-0.214470832902148,,,0.6240110079119368
Glucose,"Others, NAFL, Probable NASH, NASH",0.6237579042457091,0.5496773475745437,0.574905422446406,0.14939964451746213,0.0854402957692709,0.12101039068131651,0.6237579042457091
SBP,"Others, Cirrhosis",0.6234567901234569,0.6234567901234569,0.6234567901234569,0.21399249434488898,0.21399249434488898,0.21399249434488898,0.6234567901234569
Spleen_Vl_Nor_WH,"Others, Probable NASH, NASH, Cirrhosis",0.546710889994472,0.546710889994472,0.62313200498132,0.06045407044878576,0.06045407044878576,0.21234734815538028,0.62313200498132
eGFR,"Others, NASH, Cirrhosis",0.6231060606060606,0.6231060606060606,0.6231060606060606,-0.18076503317715822,-0.18076503317715822,-0.18076503317715822,0.6231060606060606
SMI,"Others, None, NAFL, Probable NASH",0.6230725299828669,0.6125201288244767,,0.20065218222955955,0.1784021454375331,,0.6230725299828669
SFI,"Others, NASH",0.6229508196721311,0.6229508196721311,0.6229508196721311,0.1964328968520354,0.1964328968520354,0.1964328968520354,0.6229508196721311
SFI,"NAFL, Probable NASH, NASH",,0.6228889981964256,0.5680407448671017,,0.2027202668494437,0.1139219572802234,0.6228889981964256
VFA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.6224433388612494,0.6224433388612494,0.5683374844333748,-0.15846836218232005,-0.15846836218232005,0.11785143595475596,0.6224433388612494
SFI,"Others, NAFL, Probable NASH, NASH",0.5767841011743451,0.6218291054739653,0.5794451450189155,0.09266981993118399,0.2094815581114795,0.12831196738541079,0.6218291054739653
SFA (Volume),"NAFL, Probable NASH",,0.6216628527841342,,,0.2095309619723155,,0.6216628527841342
eGFR,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6214454368134689,0.5499239911553344,0.5153851829988193,-0.17157838727228614,-0.08597123844930545,0.02563798985081757,0.6214454368134689
PT INR,"Others, Cirrhosis",0.6207133058984912,0.6207133058984912,0.6207133058984912,0.20930900425130686,0.20930900425130686,0.20930900425130686,0.6207133058984912
고혈압유무,"Others, NASH, Cirrhosis",0.6205808080808081,0.6205808080808081,0.6205808080808081,0.22400073112739738,0.22400073112739738,0.22400073112739738,0.6205808080808081
SFA (Volume),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6204701775998359,0.6013681592039801,0.529073199527745,0.17020028665565332,0.17456002757719885,0.048447736370807445,0.6204701775998359
DBP,"Others, Probable NASH, NASH, Cirrhosis",0.6203703703703705,0.6203703703703705,0.56390099626401,0.15587572120693702,0.15587572120693702,0.11026431736124206,0.6203703703703705
SMA (Area),"Others, None, NAFL, Probable NASH, NASH",0.6203371592539455,0.5489788854274835,0.5048967426016606,0.17732246464431947,0.08483394366704662,0.007646972803672572,0.6203371592539455
FIB-4_C,"Others, NASH",0.6202185792349727,0.6202185792349727,0.6202185792349727,-0.20389415944958844,-0.20389415944958844,-0.20389415944958844,0.6202185792349727
AST,"Others, None, NAFL, Probable NASH, NASH",0.5520683883309421,0.5526998961578401,0.6200766446668087,-0.07673715002369137,0.09129311891862187,0.1875462307080285,0.6200766446668087
PLT,"Probable NASH, NASH, Cirrhosis",,,0.6200592885375494,,,-0.19748271930741002,0.6200592885375494
Spleen_Vl_Nor_WH,"None, NAFL",0.6198830409356726,,,-0.1896441728097696,,,0.6198830409356726
FIB-4,"None, NAFL, Probable NASH, NASH",0.5777439024390245,0.590977270104996,0.6198528462630696,0.08987373679275522,0.15606525167377286,0.19438110550450388,0.6198528462630696
SFI,"Others, Probable NASH, NASH",0.6195915541709934,0.6195915541709934,0.5504154502582529,0.16617749157899675,0.16617749157899675,0.08697369399577107,0.6195915541709934
Weight,"None, NAFL, Probable NASH, NASH",0.6195376016260163,0.5344409830391138,0.5036788434232606,0.13820443779943095,0.059088075187312745,-0.005967164188595581,0.6195376016260163
PT INR,"Others, Probable NASH, NASH",0.6194184839044652,0.6194184839044652,0.5341342914888839,-0.16626051413997756,-0.16626051413997756,-0.05900122591266562,0.6194184839044652
SFA (Area),"NAFL, Probable NASH",,0.6193745232646835,,,0.20558994074399609,,0.6193745232646835
LDL,"None, NAFL, Probable NASH, NASH",0.6190294715447154,0.61572631821853,0.5917129211307603,-0.14852152624394435,-0.21427617629294013,-0.1605479104075579,0.6190294715447154
SFA (Volume),"Others, NAFL, Probable NASH, NASH",0.611111111111111,0.6187138406764574,0.5644388398486759,0.13409868060630156,0.20412495205931377,0.1040752624348332,0.6187138406764574
SFA (Area),"Others, NASH",0.6187006678809958,0.6187006678809958,0.6187006678809958,0.18964345883919553,0.18964345883919553,0.18964345883919553,0.6187006678809958
VFA (Area),"NAFL, Probable NASH, NASH, Cirrhosis",,0.6186174391201886,0.5039717563989409,,0.18801893088030253,0.006858130747942814,0.6186174391201886
Liver (HU),"Others, NAFL, Probable NASH",0.6177633944624236,0.6180124223602484,,0.1654896852419928,0.19548183352126428,,0.6180124223602484
LDL,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5594908120316189,0.6135986733001659,0.6175103305785125,-0.09182988561168066,-0.2137321778061165,-0.21394893019166766,0.6175103305785125
Height,"Others, Probable NASH, NASH, Cirrhosis",0.6174682144831398,0.6174682144831398,0.5117528019925279,0.15210821845292763,0.15210821845292763,-0.020278798340116137,0.6174682144831398
SMI,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6168771173390822,0.57808181315644,0.5236127508854781,0.16512401053043146,0.1344600076088853,0.039348415326544116,0.6168771173390822
고혈압유무,"Others, NASH",0.616575591985428,0.616575591985428,0.616575591985428,0.2414286561133827,0.2414286561133827,0.2414286561133827,0.616575591985428
PT INR,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6093872741555382,0.6165600176522505,,0.1735661938409431,0.2014735624149955,0.6165600176522505
DBP,"Others, NAFL, Probable NASH, NASH",0.6163053297199639,0.5849465954606141,0.5925598991172762,0.1404348961644604,0.14613327724438308,0.14956538071675274,0.6163053297199639
AST,"Others, None, NAFL",0.6162710698314413,,,-0.20114249285265687,,,0.6162710698314413
SFA (Attenuation),"Others, NAFL, Probable NASH, NASH",0.524390243902439,0.6162661326212728,0.5211853720050441,0.029436295742846685,-0.19991619016118362,-0.034216524636109545,0.6162661326212728
Liver/Spleen Volume,"NAFL, Probable NASH, NASH",,0.6160026233808821,0.5330256247015757,,0.19136035863373105,0.05529545294888037,0.6160026233808821
DBP,"Others, None, NAFL, Probable NASH, NASH",0.6159134385461502,0.5964001384562132,0.6029380455609963,0.17089244994755803,0.16705654639011205,0.16083600264157374,0.6159134385461502
SFA (Attenuation),"NAFL, Probable NASH, NASH, Cirrhosis",,0.6158680282796544,0.5274713150926743,,-0.18366087619102398,0.047435404339937794,0.6158680282796544
PLT,"Others, Probable NASH, NASH, Cirrhosis",0.5702045328911001,0.5702045328911001,0.6158156911581569,-0.09086290332283534,-0.09086290332283534,-0.199736457800479,0.6158156911581569
FIB-4,"Others, NASH",0.6156648451730419,0.6156648451730419,0.6156648451730419,-0.18479242889043332,-0.18479242889043332,-0.18479242889043332,0.6156648451730419
Glucose,"Others, NAFL",0.6156595191682911,,,0.18719323807712096,,,0.6156595191682911
DBP,"None, NAFL, Probable NASH, NASH",0.6154725609756098,0.5827275874004846,0.589712146637408,0.1335669911134805,0.1419964730436754,0.14558305431477722,0.6154725609756098
Height,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5536649214659686,0.6012990602542841,0.6152916964924839,-0.058567429889488126,-0.17011542276108887,-0.19646472742970814,0.6152916964924839
SFI,"Others, Probable NASH",0.6151368760064412,0.6151368760064412,,0.19256783798781088,0.19256783798781088,,0.6151368760064412
Alb,"Others, Cirrhosis",0.6145404663923182,0.6145404663923182,0.6145404663923182,-0.1988602599399426,-0.1988602599399426,-0.1988602599399426,0.6145404663923182
Sex,"Others, NAFL, Probable NASH, NASH",0.6144986449864499,0.5019470404984423,0.5307061790668348,0.16170657027012558,0.003917689653029077,-0.05803445156816114,0.6144986449864499
SFA (Area),"Others, Probable NASH, NASH, Cirrhosis",0.6144278606965173,0.6144278606965173,0.5057596513075965,0.14809469324319274,0.14809469324319274,0.00993281609347738,0.6144278606965173
SFA (Area),"Others, NAFL, Probable NASH, NASH",0.5977868112014453,0.6143747218513574,0.5586380832282472,0.11801779207898062,0.1966640497336531,0.09470649289458112,0.6143747218513574
Height,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6053940822204765,0.6141328331862312,,-0.16712116022842932,-0.19714961589173396,0.6141328331862312
Spleen_Vl_Nor_WH,"Probable NASH, NASH",,,0.6136849607982894,,,0.1949721866275748,0.6136849607982894
AST,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5440406529103787,0.558941404090658,0.6134518890200708,-0.0622289541832805,0.10151301716435769,0.18908209682167795,0.6134518890200708
TFI,"Others, None, NAFL",0.6133470932232541,,,0.19602812605064565,,,0.6133470932232541
SFA (Area),"None, NAFL",0.6133040935672515,,,0.17923687064337981,,,0.6133040935672515
당뇨병/당뇨병 전단계 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6130017452006981,0.5913027455316012,0.5572655690765926,0.15578435065648194,0.19368461247394597,0.12326879498876324,0.6130017452006981
당뇨병/당뇨병 전단계 유무,"Others, Cirrhosis",0.612482853223594,0.612482853223594,0.612482853223594,0.24281192696055634,0.24281192696055634,0.24281192696055634,0.612482853223594
Spleen_Vl_Nor_BSA,"Others, Probable NASH, NASH",0.6015922464520594,0.6015922464520594,0.6123961374354369,0.141166696898511,0.141166696898511,0.1938990371709729,0.6123961374354369
고혈압유무,"Others, Probable NASH, NASH, Cirrhosis",0.6123548922056384,0.6123548922056384,0.5596980074719801,0.1835255033630337,0.1835255033630337,0.1299369766268044,0.6123548922056384
TG,"Others, NASH",0.6120218579234972,0.6120218579234972,0.6120218579234972,0.17915528671701053,0.17915528671701053,0.17915528671701053,0.6120218579234972
SBP,"Others, None, NAFL",0.6119711042311661,,,0.1937693728710923,,,0.6119711042311661
Spleen_Vl_Nor_BSA,"Others, NAFL, Probable NASH, NASH",0.6117886178861788,0.5141299510458388,0.569609079445145,0.1349163554880473,0.0242960345937515,0.11242572380435994,0.6117886178861788
FIB-4,"NAFL, Probable NASH, NASH",,0.5848499754058042,0.6116504854368932,,0.1399702976578881,0.18693860358380518,0.6116504854368932
Waist to Height,"Others, NAFL",0.6114359974009097,,,0.1802963473771554,,,0.6114359974009097
